OTU_ID	k	p	c	o	f	g	s
OTU_4772	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreaceae	g:Hypomyces	s:Hypomyces_aurantius
OTU_4779	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4781	d:Fungi						
OTU_4782	d:Fungi						
OTU_4765	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellaceae	g:Cryptococcus	s:Cryptococcus_sp_FYB_2007a
OTU_4783	d:Fungi						
OTU_4784	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales			
OTU_4786	d:Fungi						
OTU_4780	d:Fungi	p:Ascomycota	c:Pezizomycotina_Incertae_sedis	o:Pezizomycotina_Incertae_sedis	f:Pezizomycotina_Incertae_sedis		
OTU_4787	d:Fungi						
OTU_4778	d:Fungi						
OTU_4777	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymellaceae	g:Leptosphaerulina	s:Leptosphaerulina_australis
OTU_4790	d:Fungi						
OTU_4785	d:Fungi						
OTU_4792	d:Fungi						
OTU_4793	d:Fungi						
OTU_4789	d:Fungi	p:Ascomycota					
OTU_4788	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	f:Diaporthaceae	g:Diaporthe	
OTU_4791	d:Fungi						
OTU_4796	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales			
OTU_4794	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4798	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Bolbitiaceae	g:Conocybe	s:Conocybe_apala
OTU_4797	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	
OTU_4799	d:Fungi						
OTU_4800	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae	g:Tomentella	
OTU_4801	d:Fungi						
OTU_4802	d:Fungi						
OTU_4795	d:Fungi	p:Ascomycota					
OTU_4804	d:Fungi						
OTU_4806	d:Fungi						
OTU_4805	d:Fungi						
OTU_4807	d:Fungi						
OTU_4810	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Lewia	
OTU_4815	d:Fungi						
OTU_4816	d:Fungi						
OTU_4808	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Lasiosphaeriaceae	g:Podospora	s:Podospora_tetraspora
OTU_4811	d:Fungi						
OTU_4803	d:Fungi	p:Chytridiomycota	c:Chytridiomycetes				
OTU_4812	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_4814	d:Fungi	p:Basidiomycota	c:Exobasidiomycetes	o:Exobasidiales	f:Exobasidiaceae	g:Exobasidium	
OTU_4818	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pluteaceae	g:Pluteus	s:Pluteus_cervinus
OTU_4813	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Botryosphaeriales	f:Botryosphaeriaceae	g:Microdiplodia	s:Microdiplodia_miyakei
OTU_4809	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Mycosphaerella	
OTU_4819	d:Fungi						
OTU_4820	d:Fungi						
OTU_4823	d:Fungi						
OTU_4821	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Fomitopsidaceae	g:Postia	s:Oligoporus_lacteus
OTU_4827	d:Fungi						
OTU_4828	d:Fungi						
OTU_4817	d:Fungi	p:Ascomycota					
OTU_4825	d:Fungi						
OTU_4829	d:Fungi	p:Basidiomycota					
OTU_4826	d:Fungi						
OTU_4830	d:Fungi						
OTU_4822	d:Fungi	p:Ascomycota					
OTU_4832	d:Fungi						
OTU_4836	d:Fungi						
OTU_4835	d:Fungi						
OTU_4833	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Montagnulaceae	g:Paraconiothyrium	
OTU_4838	d:Fungi						
OTU_4824	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Mycosphaerella	
OTU_4839	d:Fungi	p:Ascomycota					
OTU_4831	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Amphisphaeriaceae		
OTU_4841	d:Fungi						
OTU_4844	d:Fungi						
OTU_4845	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Lewia	
OTU_4837	d:Fungi						
OTU_4847	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Myriangiales	f:Elsinoaceae	g:Elsinoe	s:Elsinoe_fawcettii
OTU_4848	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Phaeosphaeria	s:Phaeosphaeria_sp_JF_2013
OTU_4840	d:Fungi	p:Ascomycota					
OTU_4842	d:Fungi						
OTU_4834	d:Fungi	p:Ascomycota					
OTU_4843	d:Fungi						
OTU_4852	d:Fungi						
OTU_4853	d:Fungi						
OTU_4846	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_4850	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	
OTU_4851	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Auriculariales	f:Auriculariales_Incertae_sedis	g:Auricularia	s:Auricularia_auricula_judae
OTU_4849	d:Fungi						
OTU_4855	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4856	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae	g:Rhizoctonia	s:Rhizoctonia_sp_AG_B
OTU_4858	d:Fungi						
OTU_4860	d:Fungi						
OTU_4862	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Hymenochaetales			
OTU_4864	d:Fungi						
OTU_4859	d:Fungi						
OTU_4861	d:Fungi						
OTU_4866	d:Fungi						
OTU_4854	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_4863	d:Fungi	p:Ascomycota					
OTU_4869	d:Fungi						
OTU_4857	d:Fungi						
OTU_4868	d:Fungi						
OTU_4867	d:Fungi	p:Ascomycota					
OTU_4870	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4865	d:Fungi						
OTU_4871	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Talaromyces	
OTU_4873	d:Fungi						
OTU_4876	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4875	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae		
OTU_4872	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4879	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Polyporaceae		
OTU_4874	d:Fungi						
OTU_4881	d:Fungi						
OTU_4882	d:Fungi						
OTU_4886	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4885	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4887	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales			
OTU_4878	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_4880	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporales_Incertae_sedis	g:Phoma	s:Epicoccum_nigrum
OTU_4877	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariomycetidae_Incertae_sedis	f:Magnaporthaceae		
OTU_4890	d:Fungi						
OTU_4889	d:Fungi						
OTU_4884	d:Fungi	p:Ascomycota					
OTU_4888	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales			
OTU_4891	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymellaceae	g:Didymella	s:Phoma_subherbarum
OTU_4895	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Hyphodermataceae	g:Xylodon	s:Xylodon_rimosissimus
OTU_4897	d:Fungi						
OTU_4883	d:Fungi	p:Basidiomycota					
OTU_4894	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Teratosphaeriaceae	g:Teratosphaeria	s:Teratosphaeria_capensis
OTU_4898	d:Fungi						
OTU_4899	d:Fungi						
OTU_4892	d:Fungi						
OTU_4893	d:Fungi	p:Basidiomycota					
OTU_4896	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Lophiostomataceae	g:Lophiostoma	
OTU_4903	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4900	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	s:Mortierella_globulifera
OTU_4901	d:Fungi						
OTU_4904	d:Fungi						
OTU_4906	d:Fungi						
OTU_4905	d:Fungi						
OTU_4908	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales			
OTU_4907	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4909	d:Fungi						
OTU_4911	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4902	d:Fungi	p:Ascomycota					
OTU_4910	d:Fungi						
OTU_4912	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	
OTU_4918	d:Fungi						
OTU_4915	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Lasiosphaeriaceae	g:Podospora	s:Podospora_tetraspora
OTU_4919	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Coprinellus	
OTU_4917	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4921	d:Fungi	p:Ascomycota	c:Lecanoromycetes	o:Teloschistales	f:Teloschistaceae	g:Caloplaca	s:Caloplaca_pyracea
OTU_4920	d:Fungi	p:Ascomycota					
OTU_4922	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Morchellaceae	g:Morchella	
OTU_4914	d:Fungi						
OTU_4924	d:Fungi						
OTU_4913	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_4916	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_4925	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4927	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4928	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Coprinopsis	s:Coprinopsis_clastophylla
OTU_4923	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_4932	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Erysiphales	f:Erysiphaceae	g:Erysiphe	
OTU_4926	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4934	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Lewia	s:Alternaria_metachromatica
OTU_4935	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Lewia	s:Alternaria_metachromatica
OTU_4937	d:Fungi						
OTU_4933	d:Fungi	p:Basidiomycota	c:Microbotryomycetes				
OTU_4936	d:Fungi						
OTU_4929	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Lophiostomataceae	g:Lophiostoma	s:Lophiostoma_arundinis
OTU_4930	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae		
OTU_4931	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Mycosphaerella	
OTU_4938	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_4940	d:Fungi						
OTU_4939	d:Fungi						
OTU_4941	d:Fungi						
OTU_4945	d:Fungi	p:Chytridiomycota	c:Chytridiomycetes	o:Rhizophlyctidales	f:Rhizophlyctidaceae	g:Rhizophlyctis	s:Rhizophlyctis_rosea
OTU_4946	d:Fungi						
OTU_4947	d:Fungi						
OTU_4950	d:Fungi						
OTU_4942	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_4944	d:Fungi	p:Basidiomycota					
OTU_4949	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Polyporaceae	g:Skeletocutis	s:Skeletocutis_odora
OTU_4952	d:Fungi	p:Basidiomycota					
OTU_4951	d:Fungi						
OTU_4954	d:Fungi	p:Chytridiomycota	c:Chytridiomycetes	o:Rhizophydiales	f:Rhizophydiaceae	g:Rhizophydium	s:Rhizophydium_brooksianum
OTU_4943	d:Fungi	p:Glomeromycota	c:Glomeromycetes				
OTU_4953	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4956	d:Fungi	p:Basidiomycota	c:Microbotryomycetes				
OTU_4958	d:Fungi						
OTU_4959	d:Fungi						
OTU_4948	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_4955	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolales_Incertae_sedis		
OTU_4961	d:Fungi						
OTU_4963	d:Fungi						
OTU_4957	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_4964	d:Fungi						
OTU_4962	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales			
OTU_4960	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolaceae	g:Sporidiobolus	s:Sporobolomyces_koalae
OTU_4969	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales			
OTU_4966	d:Fungi						
OTU_4965	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Montagnulaceae	g:Paraconiothyrium	
OTU_4970	d:Fungi						
OTU_4972	d:Fungi						
OTU_4974	d:Fungi						
OTU_4978	d:Fungi						
OTU_4976	d:Fungi	p:Basidiomycota					
OTU_4980	d:Fungi						
OTU_4967	d:Fungi	p:Basidiomycota	c:Wallemiomycetes	o:Wallemiales	f:Wallemiaceae	g:Wallemia	
OTU_4971	d:Fungi						
OTU_4977	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_4973	d:Fungi						
OTU_4968	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales			
OTU_4979	d:Fungi	p:Basidiomycota					
OTU_4983	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae	g:Thanatephorus	s:Rhizoctonia_solani
OTU_4985	d:Fungi						
OTU_4975	d:Fungi	p:Ascomycota					
OTU_4984	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Cochliobolus	
OTU_4981	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreaceae	g:Protocrea	s:Protocrea_farinosa
OTU_4982	d:Fungi						
OTU_4986	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_4989	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Hyphodermataceae	g:Hyphoderma	
OTU_4987	d:Fungi						
OTU_4988	d:Fungi	p:Ascomycota					
OTU_4992	d:Fungi						
OTU_4993	d:Fungi						
OTU_4994	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pyronemataceae	g:Geopora	s:Geopora_cervina
OTU_4996	d:Fungi						
OTU_4997	d:Fungi						
OTU_4990	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreales_Incertae_sedis	g:Cephalosporium	s:Cephalosporium_gramineum
OTU_4995	d:Fungi						
OTU_4999	d:Fungi						
OTU_4991	d:Fungi	p:Ascomycota					
OTU_5000	d:Fungi						
OTU_5002	d:Fungi						
OTU_5005	d:Fungi						
OTU_5006	d:Fungi	p:Ascomycota	c:Orbiliomycetes	o:Orbiliales	f:Orbiliaceae	g:Arthrobotrys	
OTU_5008	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_5001	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales			
OTU_4998	d:Fungi	p:Ascomycota					
OTU_5004	d:Fungi	p:Ascomycota					
OTU_5010	d:Fungi						
OTU_5013	d:Fungi						
OTU_5012	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_5003	d:Fungi						
OTU_5015	d:Fungi						
OTU_5007	d:Fungi	p:Ascomycota	c:Pezizomycotina_Incertae_sedis	o:Pezizomycotina_Incertae_sedis	f:Pezizomycotina_Incertae_sedis	g:Staphylotrichum	s:Staphylotrichum_coccosporum
OTU_5016	d:Fungi						
OTU_5011	d:Fungi						
OTU_5018	d:Fungi						
OTU_5019	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_5021	d:Fungi						
OTU_5014	d:Fungi						
OTU_5020	d:Fungi						
OTU_5022	d:Fungi						
OTU_5009	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Archaeosporales	f:Ambisporaceae	g:Ambispora	s:Ambispora_leptoticha
OTU_5017	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Coniochaetales	f:Coniochaetaceae	g:Lecythophora	s:Lecythophora_fasciculata
OTU_5024	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Chaetothyriaceae	g:Cyphellophora	s:Cyphellophora_sp_CBS_11294
OTU_5026	d:Fungi						
OTU_5023	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_5030	d:Fungi						
OTU_5027	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	f:Gnomoniaceae	g:Gnomoniopsis	s:Gnomoniopsis_clavulata
OTU_5029	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Helotiaceae	g:Cadophora	s:Cadophora_luteo_olivacea
OTU_5031	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_5032	d:Fungi						
OTU_5033	d:Fungi	p:Basidiomycota					
OTU_5025	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_5028	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Helotiaceae	g:Pezoloma	
OTU_5037	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae	g:Coniothyrium	s:Coniothyrium_cereale
OTU_5035	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Coprinellus	
OTU_5040	d:Fungi						
OTU_5038	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales			
OTU_5041	d:Fungi						
OTU_5034	d:Fungi						
OTU_5042	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_5036	d:Fungi						
OTU_5039	d:Fungi	p:Ascomycota					
OTU_5046	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Bolbitiaceae	g:Panaeolus	
OTU_5044	d:Fungi						
OTU_5050	d:Fungi						
OTU_5049	d:Fungi						
OTU_5043	d:Fungi	p:Ascomycota					
OTU_5048	d:Fungi						
OTU_5052	d:Fungi	p:Ascomycota					
OTU_5055	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_5056	d:Fungi						
OTU_5051	d:Fungi	p:Ascomycota					
OTU_5053	d:Fungi						
OTU_5047	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae		
OTU_5045	d:Fungi						
OTU_5058	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Parasola	
OTU_5054	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	
OTU_5060	d:Fungi						
OTU_5062	d:Fungi						
OTU_5063	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae		
OTU_5057	d:Fungi	p:Ascomycota					
OTU_5065	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Xylariaceae	g:Xylaria	
OTU_5059	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales			
OTU_5067	d:Fungi	p:Basidiomycota					
OTU_5061	d:Fungi	p:Ascomycota	c:Lecanoromycetes	o:Agyriales	f:Agyriaceae	g:Sarea	s:Sarea_difformis
OTU_5069	d:Fungi						
OTU_5064	d:Fungi	p:Ascomycota					
OTU_5070	d:Fungi						
OTU_5071	d:Fungi						
OTU_5066	d:Fungi						
OTU_5072	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_5068	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymellaceae	g:Didymella	s:Phoma_subherbarum
OTU_5075	d:Fungi						
OTU_5076	d:Fungi						
OTU_5078	d:Fungi						
OTU_5080	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	
OTU_5077	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae	g:Phaeomoniella	
OTU_5083	d:Fungi						
OTU_5081	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_5084	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_5085	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Fomitopsidaceae	g:Antrodia	
OTU_5073	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Dermateaceae	g:Mollisia	
OTU_5074	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporales_Incertae_sedis	g:Clavariopsis	s:Clavariopsis_aquatica
OTU_5088	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_5091	d:Fungi						
OTU_5092	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae		
OTU_5079	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae	g:Neonectria	
OTU_5093	d:Fungi						
OTU_5087	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Helotiaceae	g:Hymenoscyphus	
OTU_5082	d:Fungi						
OTU_5095	d:Fungi						
OTU_5086	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae	g:Coniothyrium	s:Coniothyrium_clematidis_rectae
OTU_5094	d:Fungi	p:Ascomycota					
OTU_5099	d:Fungi						
OTU_5096	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Stemphylium	s:Stemphylium_sarciniforme
OTU_5090	d:Fungi	p:Basidiomycota					
OTU_5100	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Cortinariaceae	g:Crepidotus	s:Crepidotus_applanatus
OTU_5101	d:Fungi						
OTU_5089	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae		
OTU_5102	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	s:Mortierella_chlamydospora
OTU_5097	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolales_Incertae_sedis	g:Sporobolomyces	
OTU_5107	d:Fungi						
OTU_5098	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_5109	d:Fungi						
OTU_5105	d:Fungi						
OTU_5110	d:Fungi	p:Chytridiomycota	c:Chytridiomycetes	o:Spizellomycetales	f:Spizellomycetaceae	g:Spizellomyces	s:Spizellomyces_plurigibbosus
OTU_5106	d:Fungi	p:Ascomycota					
OTU_5103	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolales_Incertae_sedis	g:Rhodotorula	s:Rhodotorula_aurantiaca
OTU_5108	d:Fungi	p:Ascomycota					
OTU_5113	d:Fungi						
OTU_5112	d:Fungi						
OTU_5104	d:Fungi	p:Basidiomycota					
OTU_5114	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_5111	d:Fungi	p:Basidiomycota					
OTU_5115	d:Fungi						
OTU_5117	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_5119	d:Fungi	p:Ascomycota					
OTU_5118	d:Fungi						
OTU_5121	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae	g:Ceratobasidium	
OTU_5116	d:Fungi						
OTU_5124	d:Fungi						
OTU_5125	d:Fungi						
OTU_5126	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae	g:Neosetophoma	s:Neosetophoma_samarorum
OTU_5127	d:Fungi	p:Chytridiomycota	c:Chytridiomycetes	o:Rhizophlyctidales	f:Rhizophlyctidaceae	g:Rhizophlyctis	s:Rhizophlyctis_rosea
OTU_5120	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	f:Diaporthaceae	g:Diaporthe	
OTU_5128	d:Fungi						
OTU_5129	d:Fungi						
OTU_5131	d:Fungi						
OTU_5122	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_5130	d:Fungi						
OTU_5123	d:Fungi						
OTU_5133	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_5134	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Erysiphales	f:Erysiphaceae	g:Golovinomyces	
OTU_5137	d:Fungi						
OTU_5140	d:Fungi						
OTU_5138	d:Fungi						
OTU_5141	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Polyporaceae	g:Skeletocutis	s:Skeletocutis_odora
OTU_5142	d:Fungi						
OTU_5136	d:Fungi	p:Ascomycota					
OTU_5132	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellaceae	g:Cryptococcus	s:Cryptococcus_podzolicus
OTU_5143	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Peniophoraceae	g:Peniophora	s:Peniophora_nuda
OTU_5139	d:Fungi	p:Ascomycota					
OTU_5145	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Phanerochaetaceae	g:Phanerochaete	
OTU_5146	d:Fungi						
OTU_5147	d:Fungi	p:Ascomycota					
OTU_5135	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae		
OTU_5148	d:Fungi						
OTU_5150	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_5151	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae		
OTU_5144	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolales_Incertae_sedis	g:Rhodotorula	
OTU_5154	d:Fungi						
OTU_5156	d:Fungi						
OTU_5152	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_5149	d:Fungi						
OTU_5157	d:Fungi						
OTU_5153	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Venturiaceae	g:Venturia	
OTU_5155	d:Fungi						
OTU_5160	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Lewia	s:Alternaria_metachromatica
